file,has_covid,dcm_file
../data/COVID-19_Radiography_Dataset/COVID/COVID-2642.png,1,../data/dicom_xray/covid/covidchest_38.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3548.png,1,../data/dicom_xray/covid/covidchest_39.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2656.png,1,../data/dicom_xray/covid/covidchest_40.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2130.png,1,../data/dicom_xray/covid/covidchest_41.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1439.png,1,../data/dicom_xray/covid/covidchest_42.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-551.png,1,../data/dicom_xray/covid/covidchest_43.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2865.png,1,../data/dicom_xray/covid/covidchest_44.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-237.png,1,../data/dicom_xray/covid/covidchest_45.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-223.png,1,../data/dicom_xray/covid/covidchest_46.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2871.png,1,../data/dicom_xray/covid/covidchest_47.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-545.png,1,../data/dicom_xray/covid/covidchest_48.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-22.png,1,../data/dicom_xray/covid/covidchest_49.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1388.png,1,../data/dicom_xray/covid/covidchest_50.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2681.png,1,../data/dicom_xray/covid/covidchest_51.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2859.png,1,../data/dicom_xray/covid/covidchest_52.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2695.png,1,../data/dicom_xray/covid/covidchest_53.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-579.png,1,../data/dicom_xray/covid/covidchest_54.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-36.png,1,../data/dicom_xray/covid/covidchest_55.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3372.png,1,../data/dicom_xray/covid/covidchest_56.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1565.png,1,../data/dicom_xray/covid/covidchest_57.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-380.png,1,../data/dicom_xray/covid/covidchest_58.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1203.png,1,../data/dicom_xray/covid/covidchest_59.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3414.png,1,../data/dicom_xray/covid/covidchest_60.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3400.png,1,../data/dicom_xray/covid/covidchest_61.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-394.png,1,../data/dicom_xray/covid/covidchest_62.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1217.png,1,../data/dicom_xray/covid/covidchest_63.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1571.png,1,../data/dicom_xray/covid/covidchest_64.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3366.png,1,../data/dicom_xray/covid/covidchest_65.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2078.png,1,../data/dicom_xray/covid/covidchest_66.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1559.png,1,../data/dicom_xray/covid/covidchest_67.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2050.png,1,../data/dicom_xray/covid/covidchest_68.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2736.png,1,../data/dicom_xray/covid/covidchest_69.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3428.png,1,../data/dicom_xray/covid/covidchest_70.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2722.png,1,../data/dicom_xray/covid/covidchest_71.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2044.png,1,../data/dicom_xray/covid/covidchest_72.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-425.png,1,../data/dicom_xray/covid/covidchest_73.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2911.png,1,../data/dicom_xray/covid/covidchest_74.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-343.png,1,../data/dicom_xray/covid/covidchest_75.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-357.png,1,../data/dicom_xray/covid/covidchest_76.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2905.png,1,../data/dicom_xray/covid/covidchest_77.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-431.png,1,../data/dicom_xray/covid/covidchest_78.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2093.png,1,../data/dicom_xray/covid/covidchest_79.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-419.png,1,../data/dicom_xray/covid/covidchest_80.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2939.png,1,../data/dicom_xray/covid/covidchest_81.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2087.png,1,../data/dicom_xray/covid/covidchest_82.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3399.png,1,../data/dicom_xray/covid/covidchest_83.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3616.png,1,../data/dicom_xray/covid/covidchest_84.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2508.png,1,../data/dicom_xray/covid/covidchest_85.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1001.png,1,../data/dicom_xray/covid/covidchest_86.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-182.png,1,../data/dicom_xray/covid/covidchest_87.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1767.png,1,../data/dicom_xray/covid/covidchest_88.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3170.png,1,../data/dicom_xray/covid/covidchest_89.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3164.png,1,../data/dicom_xray/covid/covidchest_90.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1773.png,1,../data/dicom_xray/covid/covidchest_91.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-828.png,1,../data/dicom_xray/covid/covidchest_92.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1015.png,1,../data/dicom_xray/covid/covidchest_93.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-196.png,1,../data/dicom_xray/covid/covidchest_94.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3602.png,1,../data/dicom_xray/covid/covidchest_95.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2534.png,1,../data/dicom_xray/covid/covidchest_96.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2252.png,1,../data/dicom_xray/covid/covidchest_97.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1983.png,1,../data/dicom_xray/covid/covidchest_98.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-800.png,1,../data/dicom_xray/covid/covidchest_99.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1997.png,1,../data/dicom_xray/covid/covidchest_100.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-814.png,1,../data/dicom_xray/covid/covidchest_101.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2246.png,1,../data/dicom_xray/covid/covidchest_102.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3158.png,1,../data/dicom_xray/covid/covidchest_103.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2520.png,1,../data/dicom_xray/covid/covidchest_104.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1029.png,1,../data/dicom_xray/covid/covidchest_105.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-141.png,1,../data/dicom_xray/covid/covidchest_106.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-627.png,1,../data/dicom_xray/covid/covidchest_107.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-633.png,1,../data/dicom_xray/covid/covidchest_108.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1968.png,1,../data/dicom_xray/covid/covidchest_109.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-155.png,1,../data/dicom_xray/covid/covidchest_110.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1798.png,1,../data/dicom_xray/covid/covidchest_111.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1940.png,1,../data/dicom_xray/covid/covidchest_112.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2291.png,1,../data/dicom_xray/covid/covidchest_113.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2285.png,1,../data/dicom_xray/covid/covidchest_114.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1954.png,1,../data/dicom_xray/covid/covidchest_115.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-169.png,1,../data/dicom_xray/covid/covidchest_116.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1955.png,1,../data/dicom_xray/covid/covidchest_117.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2284.png,1,../data/dicom_xray/covid/covidchest_118.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-168.png,1,../data/dicom_xray/covid/covidchest_119.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2290.png,1,../data/dicom_xray/covid/covidchest_120.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1941.png,1,../data/dicom_xray/covid/covidchest_121.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1799.png,1,../data/dicom_xray/covid/covidchest_122.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1969.png,1,../data/dicom_xray/covid/covidchest_123.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-632.png,1,../data/dicom_xray/covid/covidchest_124.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-154.png,1,../data/dicom_xray/covid/covidchest_125.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-140.png,1,../data/dicom_xray/covid/covidchest_126.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-626.png,1,../data/dicom_xray/covid/covidchest_127.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3159.png,1,../data/dicom_xray/covid/covidchest_128.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2247.png,1,../data/dicom_xray/covid/covidchest_129.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-815.png,1,../data/dicom_xray/covid/covidchest_130.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1996.png,1,../data/dicom_xray/covid/covidchest_131.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1028.png,1,../data/dicom_xray/covid/covidchest_132.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2521.png,1,../data/dicom_xray/covid/covidchest_133.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2535.png,1,../data/dicom_xray/covid/covidchest_134.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-801.png,1,../data/dicom_xray/covid/covidchest_135.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1982.png,1,../data/dicom_xray/covid/covidchest_136.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2253.png,1,../data/dicom_xray/covid/covidchest_137.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-829.png,1,../data/dicom_xray/covid/covidchest_138.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1772.png,1,../data/dicom_xray/covid/covidchest_139.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3165.png,1,../data/dicom_xray/covid/covidchest_140.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3603.png,1,../data/dicom_xray/covid/covidchest_141.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-197.png,1,../data/dicom_xray/covid/covidchest_142.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1014.png,1,../data/dicom_xray/covid/covidchest_143.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-183.png,1,../data/dicom_xray/covid/covidchest_144.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1000.png,1,../data/dicom_xray/covid/covidchest_145.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2509.png,1,../data/dicom_xray/covid/covidchest_146.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3171.png,1,../data/dicom_xray/covid/covidchest_147.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1766.png,1,../data/dicom_xray/covid/covidchest_148.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2938.png,1,../data/dicom_xray/covid/covidchest_149.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3398.png,1,../data/dicom_xray/covid/covidchest_150.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2086.png,1,../data/dicom_xray/covid/covidchest_151.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-418.png,1,../data/dicom_xray/covid/covidchest_152.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2092.png,1,../data/dicom_xray/covid/covidchest_153.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2904.png,1,../data/dicom_xray/covid/covidchest_154.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-356.png,1,../data/dicom_xray/covid/covidchest_155.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-430.png,1,../data/dicom_xray/covid/covidchest_156.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-424.png,1,../data/dicom_xray/covid/covidchest_157.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-342.png,1,../data/dicom_xray/covid/covidchest_158.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2910.png,1,../data/dicom_xray/covid/covidchest_159.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2723.png,1,../data/dicom_xray/covid/covidchest_160.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2045.png,1,../data/dicom_xray/covid/covidchest_161.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2051.png,1,../data/dicom_xray/covid/covidchest_162.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1558.png,1,../data/dicom_xray/covid/covidchest_163.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3429.png,1,../data/dicom_xray/covid/covidchest_164.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2737.png,1,../data/dicom_xray/covid/covidchest_165.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1216.png,1,../data/dicom_xray/covid/covidchest_166.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-395.png,1,../data/dicom_xray/covid/covidchest_167.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3401.png,1,../data/dicom_xray/covid/covidchest_168.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2079.png,1,../data/dicom_xray/covid/covidchest_169.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3367.png,1,../data/dicom_xray/covid/covidchest_170.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1570.png,1,../data/dicom_xray/covid/covidchest_171.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1564.png,1,../data/dicom_xray/covid/covidchest_172.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3373.png,1,../data/dicom_xray/covid/covidchest_173.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3415.png,1,../data/dicom_xray/covid/covidchest_174.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1202.png,1,../data/dicom_xray/covid/covidchest_175.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-381.png,1,../data/dicom_xray/covid/covidchest_176.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2694.png,1,../data/dicom_xray/covid/covidchest_177.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-37.png,1,../data/dicom_xray/covid/covidchest_178.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-578.png,1,../data/dicom_xray/covid/covidchest_179.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-23.png,1,../data/dicom_xray/covid/covidchest_180.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2858.png,1,../data/dicom_xray/covid/covidchest_181.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2680.png,1,../data/dicom_xray/covid/covidchest_182.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1389.png,1,../data/dicom_xray/covid/covidchest_183.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2870.png,1,../data/dicom_xray/covid/covidchest_184.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-222.png,1,../data/dicom_xray/covid/covidchest_185.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-544.png,1,../data/dicom_xray/covid/covidchest_186.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-550.png,1,../data/dicom_xray/covid/covidchest_187.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-236.png,1,../data/dicom_xray/covid/covidchest_188.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2864.png,1,../data/dicom_xray/covid/covidchest_189.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2657.png,1,../data/dicom_xray/covid/covidchest_190.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3549.png,1,../data/dicom_xray/covid/covidchest_191.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1438.png,1,../data/dicom_xray/covid/covidchest_192.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2131.png,1,../data/dicom_xray/covid/covidchest_193.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2125.png,1,../data/dicom_xray/covid/covidchest_194.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2643.png,1,../data/dicom_xray/covid/covidchest_195.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1362.png,1,../data/dicom_xray/covid/covidchest_196.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3575.png,1,../data/dicom_xray/covid/covidchest_197.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3213.png,1,../data/dicom_xray/covid/covidchest_198.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1404.png,1,../data/dicom_xray/covid/covidchest_199.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-587.png,1,../data/dicom_xray/covid/covidchest_200.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1410.png,1,../data/dicom_xray/covid/covidchest_201.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-593.png,1,../data/dicom_xray/covid/covidchest_202.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3207.png,1,../data/dicom_xray/covid/covidchest_203.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2119.png,1,../data/dicom_xray/covid/covidchest_204.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3561.png,1,../data/dicom_xray/covid/covidchest_205.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1376.png,1,../data/dicom_xray/covid/covidchest_206.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1821.png,1,../data/dicom_xray/covid/covidchest_207.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2496.png,1,../data/dicom_xray/covid/covidchest_208.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2482.png,1,../data/dicom_xray/covid/covidchest_209.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1835.png,1,../data/dicom_xray/covid/covidchest_210.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-746.png,1,../data/dicom_xray/covid/covidchest_211.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1809.png,1,../data/dicom_xray/covid/covidchest_212.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-752.png,1,../data/dicom_xray/covid/covidchest_213.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2333.png,1,../data/dicom_xray/covid/covidchest_214.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-961.png,1,../data/dicom_xray/covid/covidchest_215.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2455.png,1,../data/dicom_xray/covid/covidchest_216.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2441.png,1,../data/dicom_xray/covid/covidchest_217.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1148.png,1,../data/dicom_xray/covid/covidchest_218.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-975.png,1,../data/dicom_xray/covid/covidchest_219.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2327.png,1,../data/dicom_xray/covid/covidchest_220.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3039.png,1,../data/dicom_xray/covid/covidchest_221.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-785.png,1,../data/dicom_xray/covid/covidchest_222.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1606.png,1,../data/dicom_xray/covid/covidchest_223.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3011.png,1,../data/dicom_xray/covid/covidchest_224.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2469.png,1,../data/dicom_xray/covid/covidchest_225.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1160.png,1,../data/dicom_xray/covid/covidchest_226.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1174.png,1,../data/dicom_xray/covid/covidchest_227.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3005.png,1,../data/dicom_xray/covid/covidchest_228.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-791.png,1,../data/dicom_xray/covid/covidchest_229.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-949.png,1,../data/dicom_xray/covid/covidchest_230.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1612.png,1,../data/dicom_xray/covid/covidchest_231.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1162.png,1,../data/dicom_xray/covid/covidchest_232.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3013.png,1,../data/dicom_xray/covid/covidchest_233.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1604.png,1,../data/dicom_xray/covid/covidchest_234.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-787.png,1,../data/dicom_xray/covid/covidchest_235.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1610.png,1,../data/dicom_xray/covid/covidchest_236.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-793.png,1,../data/dicom_xray/covid/covidchest_237.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-3007.png,1,../data/dicom_xray/covid/covidchest_238.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2319.png,1,../data/dicom_xray/covid/covidchest_239.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-2.png,1,../data/dicom_xray/covid/covidchest_240.dcm
../data/COVID-19_Radiography_Dataset/COVID/COVID-1176.png,1,../data/dicom_xray/covid/covidchest_241.dcm
